page_id,page_type,chosen_method,adaptive_ratio,adaptive_time,lz4_ratio,lz4_time,zstd_ratio,zstd_time
346,text,zstd,2.8055,1.6e-05,1.9942,7e-06,2.8055,1.4e-05
347,text,zstd,2.7845,1.5e-05,2.0409,6e-06,2.7845,1.3e-05
348,text,zstd,2.6426,1.6e-05,1.8876,7e-06,2.6426,1.3e-05
349,text,zstd,2.6358,1.5e-05,1.906,7e-06,2.6358,1.3e-05
350,text,zstd,3.5341,1.4e-05,2.6983,6e-06,3.5341,1.1e-05
351,text,zstd,3.2794,1.4e-05,2.4395,7e-06,3.2794,1.2e-05
352,text,zstd,3.0073,1.5e-05,2.2165,6e-06,3.0073,1.3e-05
353,text,zstd,3.1339,1.4e-05,2.3567,6e-06,3.1339,1.2e-05
354,text,zstd,2.6307,1.5e-05,1.8972,7e-06,2.6307,1.3e-05
355,text,zstd,2.8074,1.5e-05,2.0409,7e-06,2.8074,1.3e-05
356,text,zstd,2.6156,1.5e-05,1.9158,7e-06,2.6156,1.3e-05
357,text,zstd,2.8906,1.4e-05,2.1479,6e-06,2.8906,1.3e-05
358,text,zstd,3.2586,1.4e-05,2.3299,6e-06,3.2586,1.3e-05
359,text,zstd,2.3897,1.7e-05,1.6828,8e-06,2.3897,1.4e-05
360,text,zstd,2.2781,1.6e-05,1.6397,7e-06,2.2781,1.5e-05
361,text,zstd,2.6632,1.6e-05,1.9403,7e-06,2.6632,1.4e-05
362,text,zstd,3.0073,1.4e-05,2.1845,6e-06,3.0073,1.2e-05
363,text,zstd,2.6511,1.5e-05,1.9284,7e-06,2.6511,2.4e-05
364,text,zstd,2.8744,1.5e-05,2.1706,6e-06,2.8744,1.3e-05
365,text,zstd,2.9362,1.5e-05,2.1834,6e-06,2.9362,1.3e-05
366,text,zstd,2.6056,1.6e-05,1.8824,7e-06,2.6056,1.4e-05
367,text,zstd,2.6771,1.6e-05,1.9468,7e-06,2.6771,1.4e-05
368,text,zstd,2.3432,1.8e-05,1.6891,8e-06,2.3432,1.5e-05
369,text,zstd,2.7657,1.4e-05,2.0,7e-06,2.7657,1.3e-05
370,text,zstd,2.7883,1.5e-05,1.9893,7e-06,2.7883,1.3e-05
371,text,zstd,2.9257,1.4e-05,2.2033,6e-06,2.9257,1.3e-05
372,text,zstd,3.0728,1.5e-05,2.263,7e-06,3.0728,1.3e-05
373,text,zstd,3.3935,1.4e-05,2.5441,6e-06,3.3935,1.2e-05
374,text,zstd,3.2663,1.4e-05,2.3869,7e-06,3.2663,1.2e-05
375,repetitive,lz4,1.1315,2e-06,1.1315,2e-06,1.1917,1.3e-05
376,repetitive,lz4,0.9944,2e-06,0.9944,1e-06,1.0628,9e-06
377,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.0644,1.1e-05
378,repetitive,lz4,0.9944,2e-06,0.9944,1e-06,1.0664,1.3e-05
379,repetitive,lz4,0.9944,2e-06,0.9944,2e-06,1.0639,1.2e-05
380,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.0589,8e-06
381,repetitive,lz4,0.9944,2e-06,0.9944,2e-06,1.0598,9e-06
382,repetitive,lz4,0.9944,2e-06,0.9944,2e-06,1.0656,8e-06
383,repetitive,lz4,0.9944,2e-06,0.9944,1e-06,1.0579,8e-06
384,repetitive,lz4,0.9944,2e-06,0.9944,2e-06,1.054,8e-06
385,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.0492,8e-06
386,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.0543,8e-06
387,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.0598,1.2e-05
388,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.0609,1e-05
389,repetitive,lz4,0.9944,2e-06,0.9944,1e-06,1.0639,1e-05
390,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.0773,9e-06
391,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.0897,1.4e-05
392,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.083,1e-05
393,repetitive,lz4,0.9944,2e-06,0.9944,2e-06,1.087,1.5e-05
394,repetitive,lz4,0.9944,2e-06,0.9944,2e-06,1.0833,1.4e-05
395,repetitive,lz4,0.9968,3e-06,0.9968,2e-06,1.083,1.4e-05
396,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.0768,1.4e-05
397,repetitive,lz4,0.9944,2e-06,0.9944,2e-06,1.0785,1.2e-05
398,repetitive,lz4,0.9966,3e-06,0.9966,2e-06,1.0706,1.3e-05
399,repetitive,lz4,0.9944,2e-06,0.9944,2e-06,1.0667,1.2e-05
400,repetitive,lz4,0.9944,2e-06,0.9944,2e-06,1.0576,1.2e-05
401,repetitive,lz4,0.9944,2e-06,0.9944,1e-06,1.0587,1.1e-05
402,repetitive,lz4,0.9944,2e-06,0.9944,2e-06,1.0644,1.4e-05
403,repetitive,lz4,0.9944,2e-06,0.9944,1e-06,1.0664,1.1e-05
404,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.0669,8e-06
405,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.0644,1.1e-05
406,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.0825,1e-05
407,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.0853,8e-06
408,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.0636,8e-06
409,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.0633,9e-06
410,repetitive,lz4,0.9944,2e-06,0.9944,1e-06,1.0647,1e-05
411,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.0681,1.1e-05
412,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.0708,1.2e-05
413,repetitive,lz4,0.9944,2e-06,0.9944,2e-06,1.0697,1.4e-05
414,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.0656,1.1e-05
415,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.07,1.2e-05
416,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.0728,8e-06
417,repetitive,lz4,0.9944,2e-06,0.9944,1e-06,1.0911,9e-06
418,repetitive,zstd,1.1164,1.1e-05,0.9944,1e-06,1.1164,1e-05
419,repetitive,zstd,1.1091,1.2e-05,0.9944,1e-06,1.1091,1.2e-05
420,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.0894,1.2e-05
421,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.0859,1e-05
422,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.0725,1.1e-05
423,repetitive,lz4,0.9944,2e-06,0.9944,1e-06,1.0559,9e-06
424,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.046,1.2e-05
425,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.0611,1e-05
426,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.0714,2.5e-05
427,repetitive,lz4,0.9944,2e-06,0.9944,1e-06,1.0748,1.5e-05
428,repetitive,lz4,0.9944,1e-06,0.9944,1e-06,1.0734,9e-06
429,repetitive,lz4,0.9944,2e-06,0.9944,2e-06,1.0802,1e-05
430,repetitive,lz4,0.9944,2e-06,0.9944,2e-06,1.0943,1.6e-05
431,repetitive,zstd,1.1073,1.2e-05,0.9944,2e-06,1.1073,1.1e-05
432,repetitive,zstd,1.1234,1.4e-05,0.9944,2e-06,1.1234,1.3e-05
433,repetitive,zstd,1.1716,1.7e-05,0.9944,3e-06,1.1716,1.6e-05
434,repetitive,zstd,1.2118,1.6e-05,0.9964,3e-06,1.2118,1.5e-05
435,repetitive,zstd,1.2405,1.8e-05,0.9949,3e-06,1.2405,1.6e-05
436,repetitive,zstd,1.2401,1.7e-05,0.9944,2e-06,1.2401,1.6e-05
437,repetitive,zstd,215.5789,2e-06,83.5918,1e-06,215.5789,1e-06
438,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
439,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
440,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
441,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
442,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
443,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
444,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
445,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
446,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
447,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
448,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
449,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
450,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
451,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
452,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
453,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
454,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
455,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
456,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
457,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
458,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
459,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
460,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
461,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
462,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
463,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
464,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
465,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
466,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
467,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
468,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
469,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
470,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
471,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
472,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
473,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
474,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
475,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
476,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
477,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
478,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
479,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
480,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
481,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
482,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
483,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
484,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
485,repetitive,zstd,215.5789,2e-06,83.5918,1e-06,215.5789,1e-06
486,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
487,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
488,repetitive,zstd,215.5789,2e-06,83.5918,1e-06,215.5789,1e-06
489,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
490,repetitive,zstd,215.5789,2e-06,83.5918,2e-06,215.5789,1e-06
491,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
492,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
493,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
494,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
495,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
496,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
497,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
498,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
499,repetitive,zstd,215.5789,1e-06,83.5918,1e-06,215.5789,1e-06
